Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
66	:	1687983326.719	     0.911	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_66 magma -b label:=2.2.5.1-151.1-1.1-gl-0 scripts/generate_kposs.m
67	:	1687983326.721	     0.690	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_67 magma -b label:=2.2.5.1-151.2-1.1-gl-0 scripts/generate_kposs.m
68	:	1687983326.723	     0.789	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_68 magma -b label:=2.2.5.1-155.1-1.1-gl-0 scripts/generate_kposs.m
69	:	1687983326.725	     0.935	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_69 magma -b label:=2.2.5.1-155.2-1.1-gl-0 scripts/generate_kposs.m
70	:	1687983326.727	     0.928	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_70 magma -b label:=2.2.5.1-164.1-1.1-gl-0 scripts/generate_kposs.m
71	:	1687983326.729	     1.149	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_71 magma -b label:=2.2.5.1-164.2-1.1-gl-0 scripts/generate_kposs.m
72	:	1687983326.731	     0.890	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_72 magma -b label:=2.2.5.1-169.1-1.1-gl-0 scripts/generate_kposs.m
73	:	1687983326.733	     0.957	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_73 magma -b label:=2.2.5.1-171.1-1.1-gl-0 scripts/generate_kposs.m
74	:	1687983326.734	     1.167	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_74 magma -b label:=2.2.5.1-171.2-1.1-gl-0 scripts/generate_kposs.m
75	:	1687983326.737	     0.980	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_75 magma -b label:=2.2.5.1-176.1-1.1-gl-0 scripts/generate_kposs.m
76	:	1687983326.739	     1.136	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_76 magma -b label:=2.2.5.1-176.2-1.1-gl-0 scripts/generate_kposs.m
77	:	1687983326.740	     0.730	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_77 magma -b label:=2.2.5.1-179.1-1.1-gl-0 scripts/generate_kposs.m
78	:	1687983326.742	     0.882	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_78 magma -b label:=2.2.5.1-179.2-1.1-gl-0 scripts/generate_kposs.m
79	:	1687983326.744	     1.187	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_79 magma -b label:=2.2.5.1-180.1-1.1-gl-0 scripts/generate_kposs.m
80	:	1687983326.746	     0.924	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_80 magma -b label:=2.2.5.1-181.1-1.1-gl-0 scripts/generate_kposs.m
81	:	1687983327.378	     1.025	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_81 magma -b label:=2.2.5.1-181.2-1.1-gl-0 scripts/generate_kposs.m
82	:	1687983327.393	     1.209	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_82 magma -b label:=2.2.5.1-191.1-1.1-gl-0 scripts/generate_kposs.m
83	:	1687983327.395	     1.002	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_83 magma -b label:=2.2.5.1-191.2-1.1-gl-0 scripts/generate_kposs.m
84	:	1687983327.410	     0.834	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_84 magma -b label:=2.2.5.1-196.1-1.1-gl-0 scripts/generate_kposs.m
85	:	1687983327.414	     1.338	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_85 magma -b label:=2.2.5.1-199.1-1.1-gl-0 scripts/generate_kposs.m
86	:	1687983327.421	     1.112	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_86 magma -b label:=2.2.5.1-199.2-1.1-gl-0 scripts/generate_kposs.m
87	:	1687983327.424	     1.388	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_87 magma -b label:=2.2.5.1-205.1-1.1-gl-0 scripts/generate_kposs.m
88	:	1687983327.431	     1.312	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_88 magma -b label:=2.2.5.1-205.2-1.1-gl-0 scripts/generate_kposs.m
89	:	1687983327.440	     1.361	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_89 magma -b label:=2.2.5.1-209.1-1.1-gl-0 scripts/generate_kposs.m
90	:	1687983327.443	     1.277	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_90 magma -b label:=2.2.5.1-209.2-1.1-gl-0 scripts/generate_kposs.m
91	:	1687983327.457	     1.111	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_91 magma -b label:=2.2.5.1-209.3-1.1-gl-0 scripts/generate_kposs.m
92	:	1687983327.463	     1.092	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_92 magma -b label:=2.2.5.1-209.4-1.1-gl-0 scripts/generate_kposs.m
93	:	1687983327.473	     1.351	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_93 magma -b label:=2.2.5.1-211.1-1.1-gl-0 scripts/generate_kposs.m
94	:	1687983327.502	     1.013	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_94 magma -b label:=2.2.5.1-211.2-1.1-gl-0 scripts/generate_kposs.m
95	:	1687983327.515	     1.255	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_95 magma -b label:=2.2.5.1-220.1-1.1-gl-0 scripts/generate_kposs.m
96	:	1687983327.519	     1.303	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_96 magma -b label:=2.2.5.1-220.2-1.1-gl-0 scripts/generate_kposs.m
