Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
134	:	1674273601.235	     0.193	0	0	0	0	magma -b cut:=5000 D:=134 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
135	:	1674273601.238	     0.192	0	0	0	0	magma -b cut:=5000 D:=135 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
138	:	1674273601.248	     0.184	0	0	0	0	magma -b cut:=5000 D:=138 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
139	:	1674273601.260	     0.173	0	0	0	0	magma -b cut:=5000 D:=139 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
142	:	1674273601.267	     0.167	0	0	0	0	magma -b cut:=5000 D:=142 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
143	:	1674273601.272	     0.164	0	0	0	0	magma -b cut:=5000 D:=143 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
144	:	1674273601.274	     0.164	0	0	0	0	magma -b cut:=5000 D:=144 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
146	:	1674273601.277	     0.166	0	0	0	0	magma -b cut:=5000 D:=146 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
147	:	1674273601.279	     0.167	0	0	0	0	magma -b cut:=5000 D:=147 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
148	:	1674273601.281	     0.167	0	0	0	0	magma -b cut:=5000 D:=148 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
150	:	1674273601.285	     0.166	0	0	0	0	magma -b cut:=5000 D:=150 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
151	:	1674273601.288	     0.166	0	0	0	0	magma -b cut:=5000 D:=151 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
153	:	1674273601.293	     0.164	0	0	0	0	magma -b cut:=5000 D:=153 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
154	:	1674273601.296	     0.164	0	0	0	0	magma -b cut:=5000 D:=154 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
155	:	1674273601.298	     0.165	0	0	0	0	magma -b cut:=5000 D:=155 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
158	:	1674273601.305	     0.162	0	0	0	0	magma -b cut:=5000 D:=158 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
159	:	1674273601.307	     0.173	0	0	0	0	magma -b cut:=5000 D:=159 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
160	:	1674273601.310	     0.174	0	0	0	0	magma -b cut:=5000 D:=160 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
162	:	1674273601.319	     0.167	0	0	0	0	magma -b cut:=5000 D:=162 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
163	:	1674273601.321	     0.167	0	0	0	0	magma -b cut:=5000 D:=163 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
164	:	1674273601.323	     0.167	0	0	0	0	magma -b cut:=5000 D:=164 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
166	:	1674273601.344	     0.148	0	0	0	0	magma -b cut:=5000 D:=166 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
167	:	1674273601.347	     0.149	0	0	0	0	magma -b cut:=5000 D:=167 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
169	:	1674273601.352	     0.145	0	0	0	0	magma -b cut:=5000 D:=169 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
170	:	1674273601.355	     0.144	0	0	0	0	magma -b cut:=5000 D:=170 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
171	:	1674273601.357	     0.145	0	0	0	0	magma -b cut:=5000 D:=171 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
174	:	1674273601.366	     0.140	0	0	0	0	magma -b cut:=5000 D:=174 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
175	:	1674273601.368	     0.139	0	0	0	0	magma -b cut:=5000 D:=175 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
176	:	1674273601.370	     0.140	0	0	0	0	magma -b cut:=5000 D:=176 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
178	:	1674273601.375	     0.138	0	0	0	0	magma -b cut:=5000 D:=178 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
179	:	1674273601.384	     0.131	0	0	0	0	magma -b cut:=5000 D:=179 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
180	:	1674273601.388	     0.128	0	0	0	0	magma -b cut:=5000 D:=180 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
182	:	1674273601.393	     0.126	0	0	0	0	magma -b cut:=5000 D:=182 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
183	:	1674273601.396	     0.125	0	0	0	0	magma -b cut:=5000 D:=183 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
186	:	1674273601.408	     0.115	0	0	0	0	magma -b cut:=5000 D:=186 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
187	:	1674273601.411	     0.115	0	0	0	0	magma -b cut:=5000 D:=187 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
189	:	1674273601.415	     0.113	0	0	0	0	magma -b cut:=5000 D:=189 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
190	:	1674273601.418	     0.111	0	0	0	0	magma -b cut:=5000 D:=190 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
191	:	1674273601.421	     0.111	0	0	0	0	magma -b cut:=5000 D:=191 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
