Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
246	:	1674274759.696	     0.082	0	0	0	0	magma -b cut:=5000 D:=246 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
247	:	1674274759.699	     0.082	0	0	0	0	magma -b cut:=5000 D:=247 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
250	:	1674274759.705	     0.078	0	0	0	0	magma -b cut:=5000 D:=250 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
254	:	1674274759.714	     0.074	0	0	0	0	magma -b cut:=5000 D:=254 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
252	:	1674274759.709	     0.081	0	0	0	0	magma -b cut:=5000 D:=252 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
255	:	1674274759.716	     0.076	0	0	0	0	magma -b cut:=5000 D:=255 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
256	:	1674274759.718	     0.077	0	0	0	0	magma -b cut:=5000 D:=256 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
259	:	1674274759.724	     0.072	0	0	0	0	magma -b cut:=5000 D:=259 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
258	:	1674274759.722	     0.077	0	0	0	0	magma -b cut:=5000 D:=258 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
260	:	1674274759.726	     0.077	0	0	0	0	magma -b cut:=5000 D:=260 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
261	:	1674274759.729	     0.077	0	0	0	0	magma -b cut:=5000 D:=261 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
262	:	1674274759.732	     0.077	0	0	0	0	magma -b cut:=5000 D:=262 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
263	:	1674274759.735	     0.077	0	0	0	0	magma -b cut:=5000 D:=263 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
266	:	1674274759.743	     0.073	0	0	0	0	magma -b cut:=5000 D:=266 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
271	:	1674274759.776	     0.058	0	0	0	0	magma -b cut:=5000 D:=271 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
267	:	1674274759.754	     0.087	0	0	0	0	magma -b cut:=5000 D:=267 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
270	:	1674274759.773	     0.069	0	0	0	0	magma -b cut:=5000 D:=270 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
276	:	1674274759.790	     0.062	0	0	0	0	magma -b cut:=5000 D:=276 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
278	:	1674274759.795	     0.059	0	0	0	0	magma -b cut:=5000 D:=278 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
274	:	1674274759.784	     0.072	0	0	0	0	magma -b cut:=5000 D:=274 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
272	:	1674274759.778	     0.079	0	0	0	0	magma -b cut:=5000 D:=272 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
275	:	1674274759.788	     0.071	0	0	0	0	magma -b cut:=5000 D:=275 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
279	:	1674274759.797	     0.065	0	0	0	0	magma -b cut:=5000 D:=279 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
283	:	1674274759.809	     0.065	0	0	0	0	magma -b cut:=5000 D:=283 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
282	:	1674274759.806	     0.072	0	0	0	0	magma -b cut:=5000 D:=282 ambient:=GL gamma:=Gamma0 scripts/generate_hs.m
