Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
67	:	1674359482.475	     0.976	0	27	0	0	magma -b label:=2.2.5.1-151.2-1.1-sl-0 scripts/generate_kposs.m
122	:	1674359482.726	     0.730	0	27	0	0	magma -b label:=2.2.5.1-281.1-1.1-sl-0 scripts/generate_kposs.m
113	:	1674359482.702	     0.757	0	27	0	0	magma -b label:=2.2.5.1-261.2-1.1-sl-0 scripts/generate_kposs.m
126	:	1674359482.766	     0.697	0	27	0	0	magma -b label:=2.2.5.1-289.1-1.1-sl-0 scripts/generate_kposs.m
68	:	1674359482.492	     0.974	0	27	0	0	magma -b label:=2.2.5.1-155.1-1.1-sl-0 scripts/generate_kposs.m
127	:	1674359482.768	     0.701	0	27	0	0	magma -b label:=2.2.5.1-295.1-1.1-sl-0 scripts/generate_kposs.m
121	:	1674359482.724	     0.747	0	27	0	0	magma -b label:=2.2.5.1-279.2-1.1-sl-0 scripts/generate_kposs.m
75	:	1674359482.524	     0.952	0	27	0	0	magma -b label:=2.2.5.1-176.1-1.1-sl-0 scripts/generate_kposs.m
112	:	1674359482.689	     0.818	0	27	0	0	magma -b label:=2.2.5.1-261.1-1.1-sl-0 scripts/generate_kposs.m
92	:	1674359482.588	     0.934	0	27	0	0	magma -b label:=2.2.5.1-209.4-1.1-sl-0 scripts/generate_kposs.m
108	:	1674359482.670	     0.855	0	27	0	0	magma -b label:=2.2.5.1-245.1-1.1-sl-0 scripts/generate_kposs.m
90	:	1674359482.572	     0.957	0	27	0	0	magma -b label:=2.2.5.1-209.2-1.1-sl-0 scripts/generate_kposs.m
116	:	1674359482.708	     0.825	0	27	0	0	magma -b label:=2.2.5.1-271.1-1.1-sl-0 scripts/generate_kposs.m
107	:	1674359482.659	     0.878	0	27	0	0	magma -b label:=2.2.5.1-244.2-1.1-sl-0 scripts/generate_kposs.m
102	:	1674359482.634	     0.917	0	27	0	0	magma -b label:=2.2.5.1-239.1-1.1-sl-0 scripts/generate_kposs.m
128	:	1674359482.779	     0.774	0	27	0	0	magma -b label:=2.2.5.1-295.2-1.1-sl-0 scripts/generate_kposs.m
114	:	1674359482.704	     0.858	0	27	0	0	magma -b label:=2.2.5.1-269.1-1.1-sl-0 scripts/generate_kposs.m
118	:	1674359482.713	     0.859	0	27	0	0	magma -b label:=2.2.5.1-275.1-1.1-sl-0 scripts/generate_kposs.m
124	:	1674359482.731	     0.850	0	27	0	0	magma -b label:=2.2.5.1-284.1-1.1-sl-0 scripts/generate_kposs.m
119	:	1674359482.715	     0.875	0	27	0	0	magma -b label:=2.2.5.1-275.2-1.1-sl-0 scripts/generate_kposs.m
125	:	1674359482.754	     0.838	0	27	0	0	magma -b label:=2.2.5.1-284.2-1.1-sl-0 scripts/generate_kposs.m
111	:	1674359482.686	     0.919	0	27	0	0	magma -b label:=2.2.5.1-256.1-1.1-sl-0 scripts/generate_kposs.m
120	:	1674359482.721	     0.888	0	27	0	0	magma -b label:=2.2.5.1-279.1-1.1-sl-0 scripts/generate_kposs.m
123	:	1674359482.728	     0.894	0	27	0	0	magma -b label:=2.2.5.1-281.2-1.1-sl-0 scripts/generate_kposs.m
134	:	1674359483.249	     0.809	0	27	0	0	magma -b label:=2.2.5.1-311.2-1.1-sl-0 scripts/generate_kposs.m
